開催都道府県,企業名,メールアドレス,電話番号,ホームページ,交通費区分,交通費金額,支給単位,対象者・地域条件,対象交通手段,精算・申請条件,外部助成制度,送迎,交通費原文,全額割合,一部割合,条件付き割合,金額不明割合,掲載コース数,マイナビ企業ID,連絡先最終確認,参照URL
福島県,(株)ジェット,jet@kkjet.co.jp,024-945-1000,http://www.kkjet.co.jp/; https://www.instagram.com/jet_recruit_0701/; https://www.kkjet.co.jp/,"一部（20,000円） 2件",20000,,,,,,,支給あり 上限２万円,0.0%,100.0%,0.0%,0.0%,2,250233,2026-09-22T22:35:34+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=250233&optNo=-UtWX
宮城県,(株)ジェー・シー・アイ,jci@jci-1000nen.co.jp,022-745-1311,https://jci-1000nen.co.jp/,条件付き（規定等） 2件,,,県外者; 会社規定; 個別相談 / 県外者; 個別相談,,,,,支給あり 当社規定による ※県外からの参加者は、事前に要相談 | 支給あり 当社支給規定による ※県外からの参加学生は、要相談。,0.0%,0.0%,100.0%,0.0%,2,221920,2026-09-23T04:59:49+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=221920&optNo=DcmPa
長野県,(株)ジッソク,hayashi-h@jissoku.jp,0265-82-2328,https://www.jissoku.jp/,"一部（15,000円） 1件",15000,,,,領収書必須,,,"支給あり 全額支給します。JRの清算は、自由席で行います。(上限15,000円) ※領収書をご準備ください。",0.0%,100.0%,0.0%,0.0%,1,239780,2026-09-23T08:08:41+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=239780&optNo=S3LCs
石川県; 長崎県; 鹿児島県,(株)ジャパネットツーリズム【ジャパネットグループ】,jh_recruit_freshman@japanet.co.jp,0120-115-314,,金額不明 1件,,,,,,,,支給あり 交通費・宿泊費あわせて上限2万,0.0%,0.0%,0.0%,100.0%,1,285287,2026-09-24T07:08:55+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=285287&optNo=RNY3h
富山県; 愛知県; 大阪府,(株)スギノマシン,recruit@sugino.com,076-477-2519,,金額不明 1件,,往復,現住所に応じる,,,,,支給あり 現住所最寄駅から仕事体験開催地最寄駅までの往復交通費を支給いたします。（当社算出額） なお、仕事体験開催地にお住まいの方、もしくは仕事体験開催地の学校の方は、支給対象外となります。,0.0%,0.0%,0.0%,100.0%,1,80518,2026-09-24T22:50:21+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=80518&optNo=tbaOW
三重県,(株)スズカ未来,szk-recruit@suzukamirai.jp,,,"一部（10,000円） 1件",10000,,県外者,,領収書必須,,,支給あり 三重県外学生に限り上限１万円支給致します。 事前に利用金額の領収書をお持ちください。（特急券の場合）,0.0%,100.0%,0.0%,0.0%,1,61799,2026-09-24T14:14:35+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=61799&optNo=TOzYB
香川県,(株)スズキ自販香川,recruit@j-kagawa.sdr.suzuki,087-813-5688,,金額不明 1件,,,,,,,,支給あり 上限あり,0.0%,0.0%,0.0%,100.0%,1,81096,2026-09-25T05:04:41+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=81096&optNo=jEKdy
岐阜県,(株)セイノー情報サービス,sakai.shun@siscloud.jp,0584-73-8888,https://www.siscloud.jp/,"一部（5,000円） 1件",5000,,,,,,,"支給あり 対面開催に限り支給予定(上限5,000円) ※1,000円未満の場合は一律1,000円支給。1,000円以上の場合は、百の位を四捨五入して支給。",0.0%,100.0%,0.0%,0.0%,1,18780,2026-09-24T22:40:09+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=18780&optNo=Z3ekQ
愛知県,(株)セカイズ,saiyo@2028.sekaizrecruit.jp,0564-73-8111,https://www.sekaiz.co.jp/; https://www.sekaiz.co.jp/member/,"一部（1,000円） 1件",1000,,,,,,,"支給あり クオカード1,000円分支給いたします。",0.0%,100.0%,0.0%,0.0%,1,251320,2026-09-24T22:49:25+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=251320&optNo=728il
宮城県,(株)センソクコンサルタント,saiyo@sensoku.com,022-254-6380,https://sensoku.com,金額不明 1件,,,,,,,,支給あり 当社の規程により支給します。,0.0%,0.0%,0.0%,100.0%,1,271322,2026-09-24T14:13:13+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=271322&optNo=-IAkn
長野県,(株)センデン【エイブル】,//www.tiktok.com/@able.senden; kyujin@able-nagano.jp,0263-31-8188,https://www.able-nagano.com/; https://www.tiktok.com/@able.senden,"一部（3,000円） 1件",3000,1日あたり,,鉄道; 高速道路,領収書必須,,,支給あり 1日あたり3000円を上限として支給させていただきます。 但し、切符や高速道路料金に限ります。必ず領収証をご持参下さい。 ※領収書が無い場合はご清算出来かねますので予めご了承下さい。,0.0%,100.0%,0.0%,0.0%,1,211915,2026-09-25T14:08:08+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=211915&optNo=xMJal
愛知県,(株)セントラル,jinji@p-concorde.jp,0569475500,https://p-concorde.co.jp/?page_id=2,金額不明 1件,,,,,,,,支給あり ・交通費支給（定期外）,0.0%,0.0%,0.0%,100.0%,1,204851,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=204851&optNo=gITCq
,(株)ゼロソフト,soumu@zerosoft.co.jp,044-932-5211,https://www.zerosoft.co.jp/contents/profile.html#cp4,"一部（3,000円） 1件",3000,,,,実費精算,,,"支給あり 対面開催場合、実費精算（最大 ￥3,000円まで）",0.0%,100.0%,0.0%,0.0%,1,51530,2026-09-25T22:57:09+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=51530&optNo=b6XeH
愛知県; 京都府,(株)ソシオネクスト（Socionext Inc.）【東証プライム上場】,recruit@socionext.com,,https://www.socionext.com/jp/; https://www.youtube.com/user/socionextjapan/,"一部（40,000円） 1件",40000,往復,,飛行機,領収書必須,,,支給あり ※往復4万円を上限とします。特急券、航空券等は領収書の提出が必要です。 （普通乗車券については、経路検索にて確認し、経済的合理性のあるルートの運賃で支給） ※また、当社の仕事体験参加日及びその前後の日付に利用されるケースのみが支給対象となります。 （例：9月16日のプログラムに参加し、帰路の乗車券等が9月18日の場合には帰路支給対象外）,0.0%,100.0%,0.0%,0.0%,1,206443,2026-09-25T08:29:26+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=206443&optNo=5D7LV
高知県,(株)ソフテック,saiyo@softec-inc.co.jp,088-880-8877,,全額 1件,全額,,県外者,,実費精算,,,支給あり 対象者の方に交通費を実費支給します（上限あり）。 ※対象者…県外在住の参加者,100.0%,0.0%,0.0%,0.0%,1,76173,2026-09-24T13:51:29+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=76173&optNo=j6si1
大阪府,(株)ソフトウェア・サービス【東証スタンダード上場】,hr_recruit@softs.co.jp,0120-88-3140,http://www.softs.co.jp,"一部（1,000円） 3件",1000,,,,,,,"支給あり 交通費としてクオカード1,000円分を支給。 | 支給あり 対面の場合、交通費としてクオカード1,000円分を支給。",0.0%,100.0%,0.0%,0.0%,3,57120,2026-09-24T08:05:59+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=57120&optNo=E0Zy-
新潟県,(株)ソリマチ技研,saiyo@s-giken.co.jp,025-244-1177,https://www.s-giken.co.jp/,金額不明 1件,,,,,,,,支給あり,0.0%,0.0%,0.0%,100.0%,1,62716,2026-09-24T22:44:00+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=62716&optNo=VnNMa
長野県,(株)タイヨーエンジニヤ,recruit@taiyoeng.co.jp,0268-62-1700,https://www.taiyoeng.co.jp/,"一部（3,000円） 1件",3000,,,,,,,"支給あり 交通費支給 最大3,000円",0.0%,100.0%,0.0%,0.0%,1,213430,2026-09-23T04:53:12+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=213430&optNo=Jcn5Q
福岡県,(株)タカギ,takagi@saiyo-group0001.jp,0120-330-751,https://www.takagi.co.jp/; https://www.youtube.com/channel/UChbOCZ3kb8JHxWZV-5VnX3w,"一部（2,000円） 1件",2000,,,,,,,"支給あり 一律2,000円",0.0%,100.0%,0.0%,0.0%,1,98441,2026-09-22T22:30:01+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=98441&optNo=Gvi3W
青森県,(株)タカシンホールディングス・(株)タカシン【タカシングループ】 [グループ募集],recruit-hd@takasin.jp,0172-44-7236,https://www.instagram.com/takashin_1979/#; https://www.takasin.co.jp/,全額 2件,全額,往復,,新幹線; 鉄道; 飛行機; バス,実費精算; 領収書必須,,,支給あり 仕事体験への参加時、飛行機／新幹線／電車／バス利用分（往復分）を、交通費として支給します。 ※切符等の手配はご自身でお願いいたします。 参加後に領収書をご提示のうえ、振込先口座についてご連絡ください。 内容確認後、実費支給（指定口座振込み・手数料当グループ負担）となります。,100.0%,0.0%,0.0%,0.0%,2,269443,2026-09-23T08:01:55+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=269443&optNo=Kzq7B
長野県,(株)タカチホ【東証スタンダード市場上場】,k-kobayashi@takachiho-net.co.jp,026-221-6677,https://kk-takachiho.jp/,"一部（1,000円） 2件",1000,1日あたり,,,,,,"支給あり 交通費：1日あたり1,000円",0.0%,100.0%,0.0%,0.0%,2,80528,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=80528&optNo=YAGHq
福島県,(株)タカムラ,tksaiyou@kktakamura.jp,024-553-1464,,金額不明 1件,,,,,,,,支給あり,0.0%,0.0%,0.0%,100.0%,1,97614,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=97614&optNo=DX7NO
秋田県,(株)タカヤナギ【グランマート】,n-nofi-tk@mail-takayanagi.com,0187-63-0448; 0187-63-5385,http://www.e-takayanagi.com/,"一部（3,000円） 2件",3000,,県外者; 県内者,,,,,支給あり 県内からの参加 3000円支給 県外など遠距離の方はご相談ください,0.0%,100.0%,0.0%,0.0%,2,50460,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=50460&optNo=h2Ts2
長野県,(株)タック【TAC CORPORATION】,saiyo@tac-info.co.jp,0268-64-8778,http://www.tac-info.co.jp; http://www.tac-info.co.jp/,条件付き（規定等） 2件,,,会社規定,鉄道,,,記載あり（原文参照）,支給あり ※対面の場合のみ 当社規定により支給 電車の場合は最寄り駅（しなの鉄道 滋野駅）より送迎いたします | 支給あり 当社規定による 電車の場合は、最寄り駅（しなの鉄道 滋野駅）から送迎いたします。,0.0%,0.0%,100.0%,0.0%,2,98967,2026-09-23T08:06:06+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=98967&optNo=57sGh
新潟県,(株)タナベ,ryo-shimizu@tanabe-co.co.jp,025-552-1601,https://tanabe-co.co.jp/,全額 1件,全額,,,,領収書必須,,,支給あり 本社での対面仕事体験参加で発生した交通費は全額支給致します。 ※領収書やレシートをご持参下さい。,100.0%,0.0%,0.0%,0.0%,1,221951,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=221951&optNo=quLj4
和歌山県,(株)タニガキ建工,honsya@k-tanigaki.co.jp,073-489-6200,https://k-tanigaki.co.jp/,条件付き（規定等） 1件 / 金額不明 1件,,,,,実費精算,,,支給あり 交通費：実費 | 支給あり 交通費：実費（条件あり）,0.0%,0.0%,50.0%,50.0%,2,263778,2026-09-25T05:14:30+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=263778&optNo=J0NTU
秋田県,(株)タニタ秋田【TANITA】,kumiko.muto@tanita.co.jp,0187-66-2122,https://www.tanita.co.jp/akita/,全額 1件,全額,,,,実費精算,,,支給あり 実費支給,100.0%,0.0%,0.0%,0.0%,1,233855,2026-09-25T23:00:44+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=233855&optNo=01acX
香川県,(株)タニモト【折兼グループ】,recruit@kk-tanimoto.co.jp,087-874-5799,https://www.kk-tanimoto.co.jp/,金額不明 1件,,,,,,,,支給あり,0.0%,0.0%,0.0%,100.0%,1,202615,2026-09-24T07:05:31+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=202615&optNo=IHohl
北海道,(株)ダイエットクック白老(ケンコーマヨネーズグループ),saiyo@dc-shiraoi.co.jp,0144-83-2111,https://www.dc-shiraoi.com/,"一部（10,000円） 2件",10000,,,,,,,"支給あり 上限10,000円まで",0.0%,100.0%,0.0%,0.0%,2,245800,2026-09-24T07:09:06+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=245800&optNo=ByqGa
大阪府,(株)ダイキチ,t-kusaka@daikichi.inc,,https://www.tiktok.com/@daikichi1515,全額 1件,全額,往復,,,,,,支給あり 交通費支給：自宅～会場（往復分全額）,100.0%,0.0%,0.0%,0.0%,1,78487,2026-09-23T04:11:20+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=78487&optNo=8t2h-
長野県,(株)ダイシン,saiyou4412@kdaishin.com,0263-53-4411,https://www.kdaishin.com; https://www.kdaishin.com/,"一部（20,000円） 2件",20000,往復,現住所に応じる,公共交通機関; タクシー,領収書必須,,,支給あり 交通費支給 支給対象：現住所or帰省先⇔塩尻駅の公共交通機関 塩尻駅⇔ダイシンのタクシー代 ※来社時に領収書をご提出ください。 但し、開催日の３日以内の領収書を有効とします。 ※往復2万円まで | 支給あり 対象：現住所or休暇先⇔塩尻駅の公共交通機関 塩尻駅⇔ダイシンのタクシー代 条件：来社時に領収書をご提出ください。 開催日の３日以内の領収書を有効とします。 ※往復2万円まで,0.0%,100.0%,0.0%,0.0%,2,79651,2026-09-24T22:47:16+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=79651&optNo=099WQ
静岡県,(株)ダイナナ,saiyo@dainana.jp,055-970-2341,https://www.dainana.jp/; https://www.instagram.com/dainana_d7/,"一部（30,000円） 1件",30000,,,,,,,支給あり 交通費支給／上限3万円まで,0.0%,100.0%,0.0%,0.0%,1,98006,2026-09-24T13:56:35+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=98006&optNo=E5RVV
大阪府,(株)ダイハツビジネスサポートセンター,saiyo@dbsc.co.jp,072-747-2858,,全額 1件,全額,往復,遠方者,新幹線; 飛行機,実費精算; 領収書必須,,,支給あり 実費支給 原則として航空機は、他の交通機関で移動するよりも旅費が節減できるとき、 遠方であるとき以外は利用できません。（大阪⇔東京間は新幹線・自由席を利用する）。 新幹線および、航空機をご利用される場合は、特急券、航空券の領収書をご持参ください。 なお交通費については当社の仕事体験にご参加いただくために支給するものであり、 往復の間に別の予定がある場合はお支払いできませんので予めご了承ください。,100.0%,0.0%,0.0%,0.0%,1,112102,2026-09-24T07:05:26+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=112102&optNo=NX-zH
宮城県,(株)ダイワ技術サービス,daiwasoumu@d-ts.jp,022-298-9113,https://www.d-ts.jp/,金額不明 3件,,,,,,,,支給あり | 支給あり 上限あり | 支給あり 交通費支給/上限あり,0.0%,0.0%,0.0%,100.0%,3,234410,2026-09-25T14:09:52+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=234410&optNo=1nwu4
北海道; 宮城県; 石川県; 愛知県; 京都府; 大阪府; 兵庫県; 鳥取県; 島根県; 岡山県,(株)ダンロップタイヤ,saiyo@dunlop-tyres.co.jp,03-5546-0197,https://corp.jp.dunlop-tyre.com,金額不明 1件,,,,公共交通機関,,,,支給あり 公共交通機関利用代金のみ支給（上限有り） ※後日お振込みによる入金となります。,0.0%,0.0%,0.0%,100.0%,1,280190,2026-09-24T04:44:36+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=280190&optNo=mbVff
愛知県,(株)ティラド【東証プライム上場】,saiyo@trad.co.jp,03-3373-1101; 03-3373-1199,https://www.trad.co.jp/,"一部（20,000円） 1件",20000,往復,,,,,,支給あり 往復2万円を上限として支給します。,0.0%,100.0%,0.0%,0.0%,1,247962,2026-09-25T05:01:40+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=247962&optNo=YZo4o
岐阜県; 愛知県,(株)テイコク,internship@teikoku-eng.co.jp,,https://www.teikoku-eng.co.jp/,"一部（10,000円） 1件",10000,,,,実費精算,,,"支給あり 実費支給：上限10,000円",0.0%,100.0%,0.0%,0.0%,1,202335,2026-09-24T22:41:51+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=202335&optNo=PYW64
福岡県,(株)テクノ,info@techno-co.com,0942448700,https://techno-co.com/pages/53/,"一部（2,000円） 1件",2000,往復,,,,,,"支給あり ■交通費支給あり(2,000円まで) (一例)西鉄福岡(天神)～西鉄久留米 ※往復1,240円の場合は、1,000円支給いたします。",0.0%,100.0%,0.0%,0.0%,1,109989,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=109989&optNo=p82c3
愛知県,(株)テクノアルファ,saiyou@techno-alpha.co.jp,0566-21-9330,https://www.techno-alpha.co.jp/,"一部（2,000円） 3件",2000,,,,,,,"支給あり 交通費一律2,000円支給",0.0%,100.0%,0.0%,0.0%,3,78717,2026-09-25T08:15:41+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=78717&optNo=dWLN0
静岡県,(株)テクノバ,saiyou2028@tecnova.co.jp,054-262-5121,,条件付き（規定等） 1件,,,県外者,,,,,支給あり 県外よりお越しの方のみ一部補助あり,0.0%,0.0%,100.0%,0.0%,1,210608,2026-09-25T14:19:48+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=210608&optNo=DpnbV
